family,height,width,pixels,mean,std,min,max,entropy
Allaple.L,452,128,57856,122.83941164269912,76.33578372308318,0,255,7.870140684024909
Fakerean,278,384,106752,118.79894521882494,81.08408071406711,0,255,7.657484984459119
Allaple.A,364,256,93184,125.74361478365384,75.77823863258841,0,255,7.937124956711298
Instantaccess,445,384,170880,121.43450959737828,78.11615691887918,0,255,7.837892510224094
Alueron.gen!J,368,256,94208,105.033935546875,82.42806871355612,0,255,7.252528772814251
Allaple.A,370,256,94720,124.04955658783784,75.26646368153835,0,255,7.920449599277329
C2LOP.P,968,512,495616,113.60764785640495,80.61371241182603,0,255,7.614287337449666
Instantaccess,445,384,170880,121.50895950374532,78.09873874288346,0,255,7.83810256991155
Wintrim.BX,838,512,429056,122.72046073239856,76.0220259934357,0,255,7.882798944989956
Alueron.gen!J,368,256,94208,105.32841159986413,83.03576767268183,0,255,7.23656341033565
Dontovo.A,244,128,31232,49.663582223360656,74.77153519204386,0,255,4.325565354482395
Allaple.A,248,256,63488,124.00253591229838,76.72261715334314,0,255,7.879260636967945
Lolyda.AA1,464,64,29696,95.78872575431035,92.00723178065297,0,255,5.803671621444481
Wintrim.BX,662,512,338944,121.43195926170695,76.22499645851786,0,255,7.848797041028457
VB.AT,938,768,720384,57.97872939987562,84.58462598710521,0,255,4.068694247575309
Allaple.A,306,256,78336,123.5493515114379,76.19858936040036,0,255,7.905737997040977
Allaple.A,264,256,67584,122.4904267282197,76.27073269407789,0,255,7.8729345224398575
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,452,128,57856,123.01807936946902,76.47580122404636,0,255,7.859804323091276
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
VB.AT,946,768,726528,81.49687555056377,85.7690924608783,0,255,5.710264962454687
Allaple.A,262,256,67072,123.4182967557252,76.50248702120155,0,255,7.869973900583427
Allaple.A,264,256,67584,123.49622691761364,77.29523281591743,0,255,7.8568991173246605
Allaple.A,370,256,94720,123.24292652027027,76.10002740359147,0,255,7.906574409968647
Alueron.gen!J,368,256,94208,105.62439495584239,83.04106852780781,0,255,7.240427407495348
Allaple.A,365,256,93440,125.69098886986302,76.17721343605137,0,255,7.936579539524896
Rbot!gen,463,512,237056,96.92381968817494,81.33290735132434,0,255,6.528480190091429
VB.AT,983,512,503296,80.28360646617497,89.29112744554585,0,255,5.327362057180084
Fakerean,285,384,109440,121.04035087719298,82.32951993100572,0,255,7.535368231521343
Allaple.A,248,256,63488,123.69091796875,76.59106279703666,0,255,7.877906447470716
Allaple.L,448,128,57344,123.09619140625,77.16002703502606,0,255,7.838192635394585
Alueron.gen!J,384,256,98304,105.50709025065105,82.16907983449819,0,255,7.280863917580415
Dialplatform.B,216,64,13824,94.19010416666667,82.55431906639971,0,255,6.758324562388472
Allaple.A,246,256,62976,122.99209222560975,76.66483745200473,0,255,7.861476045271578
Allaple.A,248,256,63488,124.0109627016129,76.76720929153215,0,255,7.877554103641156
Allaple.L,452,128,57856,123.00428650442478,76.43479042361236,0,255,7.861141738110748
Swizzor.gen!E,627,512,321024,101.92399010665869,83.31270198436077,0,255,7.157691587211243
C2LOP.P,568,512,290816,104.62602470290493,83.11753239373003,0,255,7.158361775603567
Malex.gen!J,303,256,77568,121.1989222359736,76.35190437875481,0,255,7.8733676984604335
Allaple.A,264,256,67584,123.79712653882575,76.16437879800148,0,255,7.891558213828166
Allaple.A,248,256,63488,122.20416456653226,76.80369550149672,0,255,7.86046955140253
C2LOP.gen!g,986,512,504832,108.01345794244422,81.15213600513174,0,255,7.42605130929685
Allaple.A,366,256,93696,127.59098574112022,76.81693909178482,0,255,7.931541357514675
Allaple.L,452,128,57856,123.78539823008849,77.25375116015314,0,255,7.855613290932881
C2LOP.gen!g,674,768,517632,112.53448202584075,80.4934402696189,0,255,7.567382019219998
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,286,256,73216,123.27843640734265,75.88947820013486,0,255,7.903032681110961
Swizzor.gen!I,590,512,302080,101.50341962394067,83.29176578972097,0,255,7.042003058888805
Allaple.L,452,128,57856,123.27722275995575,77.08757467126162,0,255,7.858307216404178
Adialer.C,410,512,209920,92.11622999237805,74.57422765396171,0,255,6.4991155948718085
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,306,256,78336,123.71610753676471,76.27638110372646,0,255,7.909119491614035
Allaple.A,281,256,71936,124.73504225978648,76.3256148091786,0,255,7.905402625842887
Allaple.L,452,128,57856,120.93794939159292,77.62520521112548,0,255,7.826404402122069
Allaple.L,452,128,57856,123.08455475663717,77.61986301170286,0,255,7.836707261816953
Dontovo.A,456,64,29184,56.70374177631579,79.11527227578149,0,255,4.452660538985739
Instantaccess,467,384,179328,119.23603118308351,78.91548594483272,0,255,7.777210784318614
Agent.FYI,259,64,16576,77.39140926640927,82.43013616984518,0,255,5.978853363567703
Allaple.A,306,256,78336,124.20844822303921,75.8640324874537,0,255,7.919765549122897
Adialer.C,410,512,209920,92.19532202743902,74.5501025143501,0,255,6.503797346968765
Allaple.A,246,256,62976,122.4381986788618,76.50854053704658,0,255,7.866196080573806
Obfuscator.AD,424,384,162816,117.55946590015724,79.80202601748529,0,255,7.6985174277061255
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,364,256,93184,126.93654490041209,76.23474994079923,0,255,7.936850345046141
Autorun.K,683,768,524544,108.85944935029282,87.6379034139659,0,255,6.609799939456876
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Dialplatform.B,216,64,13824,94.44524016203704,82.49114735173976,0,255,6.760222002606021
Allaple.A,248,256,63488,123.89564957157258,76.74829842881817,0,255,7.878143145408527
Allaple.A,248,256,63488,123.91732295866936,76.72728471392925,0,255,7.878691176990276
Lolyda.AA2,288,128,36864,74.88742404513889,90.39632649864444,0,255,4.865109368891904
Allaple.A,252,256,64512,122.40456039186508,75.76813310821257,0,255,7.865029557428882
Fakerean,285,384,109440,121.04035087719298,82.32951993100572,0,255,7.535368231521343
Rbot!gen,487,512,249344,97.9259537025154,81.38593790049237,0,255,6.5332798845182145
VB.AT,796,768,611328,86.5034498665201,89.5697640226575,0,255,5.736507307951683
Allaple.A,345,256,88320,108.32025588768116,81.91013632078949,0,255,7.461732048683467
Allaple.A,306,256,78336,123.86043453839869,75.82765438183732,0,255,7.9052399794219035
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Lolyda.AA1,464,64,29696,95.57438712284483,91.93244481673855,0,255,5.803229433944875
Lolyda.AA1,400,64,25600,92.7195703125,91.90565598143495,0,255,5.733752954324924
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,452,128,57856,122.81156664823008,76.41019591395292,0,255,7.850765171357699
Lolyda.AA2,288,128,36864,73.09415690104167,89.67431247736863,0,255,4.833995508965568
Rbot!gen,440,512,225280,98.26644176136364,81.47577310399033,0,255,6.522237512967034
Dontovo.A,244,128,31232,49.64936603483606,74.76476112363166,0,255,4.325636080473326
Autorun.K,683,768,524544,108.85945316312835,87.6379008314323,0,255,6.609831844887976
Allaple.L,452,128,57856,122.93221100663717,77.1108050831433,0,255,7.855795532616765
Allaple.L,448,128,57344,121.27059500558036,76.40145783810848,0,255,7.84358220623394
Lolyda.AA3,480,512,245760,181.42803548177082,62.21349328633916,0,255,1.417129742963776
Agent.FYI,257,64,16448,75.12293287937743,81.15596078041338,0,255,5.9061237562538835
Obfuscator.AD,424,384,162816,117.40785917845912,79.79626278275295,0,255,7.698912935864654
Obfuscator.AD,424,384,162816,117.5209745970912,79.7961343457723,0,255,7.698924276414852
Dontovo.A,320,128,40960,37.9428466796875,68.12723247561902,0,255,3.348380649181769
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,452,128,57856,123.8122061670354,77.54646705703807,0,255,7.854462261375825
Allaple.L,452,128,57856,120.90111656526548,77.27680326328063,0,255,7.853782890998325
Allaple.A,252,256,64512,122.0597408234127,77.1464332868425,0,255,7.863867451025152
Alueron.gen!J,368,256,94208,105.57780655570652,82.98853954185905,0,255,7.248233310516403
C2LOP.P,568,512,290816,108.1082265074824,81.89169982929606,0,255,7.371460046189986
Allaple.L,452,128,57856,122.54951949668141,76.42897198050252,0,255,7.8606521209277105
Allaple.A,264,256,67584,123.87599135890152,76.13126269554019,0,255,7.891839400337484
Swizzor.gen!E,635,512,325120,103.77503690944881,83.75254172235219,0,255,7.174167153605252
Allaple.A,286,256,73216,123.38673240821679,77.38131161909484,0,255,7.879361800510228
Allaple.L,452,128,57856,123.34800193584071,76.71339556376424,0,255,7.858309650876617
Allaple.A,304,256,77824,124.56058542351974,75.94361813564785,0,255,7.914521104012174
Lolyda.AA3,480,512,245760,133.54992268880207,44.16153659794107,0,255,1.5005308664360504
VB.AT,834,768,640512,83.22752735311751,89.59581963209662,0,255,5.602849091167173
VB.AT,950,768,729600,67.48348547149122,84.92605014140963,0,255,4.731691126787236
Lolyda.AT,361,64,23104,103.91888850415512,76.44288815033467,0,255,7.533712750533397
Allaple.A,264,256,67584,125.23705314867425,77.03202670058222,0,255,7.892506579593979
Allaple.A,304,256,77824,124.10868112664474,75.99689921343797,0,255,7.911537031608102
Allaple.A,254,256,65024,124.23389825295276,77.35930181886052,0,255,7.877961845004208
Allaple.A,370,256,94720,122.48946368243243,75.6666105569372,0,255,7.910794322560179
VB.AT,699,512,357888,85.87322290772532,93.49431893369066,0,255,5.273218994482783
Allaple.L,452,128,57856,123.0339809181416,76.82583316849826,0,255,7.856905645997333
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Lolyda.AA1,448,64,28672,97.01688058035714,91.915057440239,0,255,5.844442200493809
Instantaccess,445,384,170880,121.4506788389513,78.13679897123865,0,255,7.837854254897383
Lolyda.AA2,288,128,36864,72.12144639756944,88.77122558995681,0,255,4.856470109348851
Allaple.A,254,256,65024,122.12066313976378,76.06124129519162,0,255,7.8686630023387725
Adialer.C,410,512,209920,92.18892911585365,74.54559802295613,0,255,6.503542302252109
Instantaccess,445,384,170880,121.47989232209738,78.11737089753764,0,255,7.837930700317774
Allaple.L,452,128,57856,122.90135854535399,76.61957395599771,0,255,7.858699399585025
Dialplatform.B,216,64,13824,94.74262152777777,82.61032109245164,0,255,6.757030976575976
Allaple.A,344,256,88064,124.04320721293605,76.51022038916071,0,255,7.912306367690645
Obfuscator.AD,424,384,162816,117.4387529481132,79.74476166093893,0,255,7.699141424809829
Allaple.L,452,128,57856,123.42640348451327,76.71838233312639,0,255,7.856413650861221
Allaple.L,448,128,57344,121.82310267857143,77.33758290185351,0,255,7.835720859507424
Obfuscator.AD,424,384,162816,117.40764421187107,79.77326988125009,0,255,7.698520653495531
Lolyda.AA2,288,128,36864,72.04074435763889,89.35775632537423,0,255,4.824490794262143
Allaple.A,248,256,63488,122.95194367439517,76.23698911297552,0,255,7.881778186214661
C2LOP.P,939,512,480768,115.2709061335197,79.10036119029155,0,255,7.705382219745052
Allaple.A,254,256,65024,124.25558255413385,76.82816349316333,0,255,7.885005593899925
Allaple.L,456,128,58368,123.2919921875,77.47394252106007,0,255,7.858256445773273
Allaple.L,448,128,57344,122.2716064453125,76.61573913464237,0,255,7.8410221550723165
Allaple.A,334,256,85504,123.04614988772455,75.75839795210956,0,255,7.902298957533623
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
C2LOP.gen!g,742,768,569856,109.45481665543576,81.07517593488392,0,255,7.428465637887175
Lolyda.AA2,288,128,36864,72.69235568576389,89.63869655621448,0,255,4.777438173847519
Lolyda.AA1,349,64,22336,125.19161891117479,75.27349366208173,0,255,7.970705601151443
Autorun.K,683,768,524544,108.85944172462176,87.63790833974552,0,255,6.60983209510108
Allaple.L,452,128,57856,123.40289684734513,76.79635367438537,0,255,7.848581325565182
Dialplatform.B,216,64,13824,94.36877893518519,82.43186280540544,0,255,6.7589918062318475
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,248,256,63488,123.37925277217742,76.47973496705626,0,255,7.881560910198971
Allaple.A,345,256,88320,106.32984601449276,81.87611771321282,0,255,7.466501081617309
Skintrim.N,474,384,182016,102.79886383614627,83.41549003979436,0,255,7.133556808340252
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Dialplatform.B,216,64,13824,94.27936921296296,82.43615527120612,0,255,6.757646678137478
Allaple.L,452,128,57856,123.99533324115045,77.10690239835309,0,255,7.860380156725095
Fakerean,282,384,108288,116.11080636820331,80.40941862262353,0,255,7.584030455776924
Adialer.C,410,512,209920,92.10319169207317,74.56732724971948,0,255,6.499121365137975
Allaple.A,264,256,67584,124.33361446496212,76.51939910373403,0,255,7.880345862767404
Allaple.A,306,256,78336,124.49937448937908,76.05413693489017,0,255,7.899847634331736
Allaple.A,306,256,78336,124.22436683006536,76.26131138380838,0,255,7.906585514671891
Rbot!gen,530,384,203520,98.87970715408805,82.05242433338925,0,255,6.546614490800723
Allaple.A,248,256,63488,124.15391885080645,77.04102616440923,0,255,7.879794291376378
Allaple.L,448,128,57344,122.400146484375,77.28442983992097,0,255,7.8373866072252945
Allaple.A,264,256,67584,123.25671756628788,76.00957324806214,0,255,7.887273740530099
Rbot!gen,463,512,237056,97.07452669411447,81.38828970934719,0,255,6.529726181005655
Fakerean,285,384,109440,120.40063961988304,82.14130809285254,0,255,7.537706155999407
Fakerean,285,384,109440,117.99862938596492,80.394724405913,0,255,7.592528027524022
Allaple.L,464,128,59392,123.20598733836206,76.09302444589906,0,255,7.868777630316401
Dialplatform.B,216,64,13824,94.51663773148148,82.53640916449677,0,255,6.753178025385935
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,334,256,85504,124.15402788173652,75.80237011643786,0,255,7.9246373966915
Lolyda.AA1,456,64,29184,97.25579084429825,91.36529072208099,0,255,5.971812484575851
Malex.gen!J,386,256,98816,122.43673089378238,75.73712158241064,0,255,7.916169716555041
Lolyda.AA2,288,128,36864,73.91959635416667,90.26845356415964,0,255,4.786377302895843
Lolyda.AA3,480,512,245760,183.20162353515624,59.524228668951814,0,255,1.496310915473318
Allaple.A,365,256,93440,124.8007919520548,75.81650551123059,0,255,7.936579129448702
Rbot!gen,465,512,238080,97.71597362231182,81.33880018297722,0,255,6.525648080488397
Allaple.L,452,128,57856,123.19645326327434,77.02264482938493,0,255,7.862454269882825
Allaple.L,452,128,57856,124.07183351769912,77.38698911583757,0,255,7.864262929327284
Malex.gen!J,317,256,81152,121.67786376182966,76.16537301595052,0,255,7.8832211137918
Allaple.A,299,256,76544,124.5362797867893,76.2827169217205,0,255,7.906604832106961
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,342,256,87552,126.18501005116958,76.4542918352591,0,255,7.929131369271156
Wintrim.BX,858,512,439296,121.77988190195221,76.26118506871519,0,255,7.866740645881595
Instantaccess,445,384,170880,121.476328417603,78.18325424559576,0,255,7.8378800296225615
Autorun.K,683,768,524544,108.85946460163494,87.63789332311696,0,255,6.609819849855128
Allaple.A,248,256,63488,124.0759041078629,76.76064214322862,0,255,7.88192470492862
Allaple.L,452,128,57856,122.14816095132744,76.34918291431987,0,255,7.8427441532194955
Allaple.A,248,256,63488,122.6769310735887,76.32869114769755,0,255,7.875940560150557
Alueron.gen!J,368,256,94208,105.1134723165761,82.54131748157714,0,255,7.2479176896971556
Alueron.gen!J,352,384,135168,107.87428237452652,82.26663040410145,0,255,7.366191417683082
Lolyda.AT,345,64,22080,102.4950634057971,75.84026927049601,0,255,7.487057403469267
Lolyda.AA2,288,128,36864,72.86314561631944,89.72834444422966,0,255,4.77955972097469
Swizzor.gen!I,657,512,336384,101.57560407153728,84.43698722993408,0,255,7.044666732793708
Allaple.L,456,128,58368,123.8360745614035,77.64148375281566,0,255,7.864581098496226
Lolyda.AA1,408,64,26112,91.43669577205883,91.8781302317295,0,255,5.678768389155432
Allaple.A,254,256,65024,123.81675996555119,76.60908089017138,0,255,7.877604061490619
Lolyda.AA2,288,128,36864,72.41080729166667,89.31904035782085,0,255,4.845873494787957
Allaple.L,452,128,57856,122.65306969026548,75.32469611879591,0,255,7.847176472256571
Swizzor.gen!E,643,512,329216,106.52559717632192,83.6928079056066,0,255,7.2350896218079495
Allaple.L,452,128,57856,122.26830406526548,76.25757027060124,0,255,7.863079946292537
Malex.gen!J,251,256,64256,120.484359437251,77.0038758638296,0,255,7.829959506506051
Allaple.A,306,256,78336,123.28482434640523,75.61892876895037,0,255,7.906696859223527
Allaple.L,452,128,57856,122.24051092367256,76.24002866789925,0,255,7.8567829011860875
Alueron.gen!J,368,256,94208,104.7106296705163,82.67221598770152,0,255,7.238215148272305
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,452,128,57856,122.82885094026548,76.53772979317559,0,255,7.8637327951209315
Allaple.L,452,128,57856,123.38279521570796,76.8300683088008,0,255,7.860900269827176
Allaple.L,448,128,57344,119.03541782924107,77.0277775435265,0,255,7.839608581551118
C2LOP.P,698,768,536064,110.8612050053725,79.37682752236479,0,255,7.548681806824584
Allaple.A,248,256,63488,121.80004095262096,76.75308595753906,0,255,7.855771715461511
Allaple.A,254,256,65024,123.66656926673228,76.1986218701215,0,255,7.882918614438484
Rbot!gen,455,512,232960,98.66158997252747,81.35992661799281,0,255,6.562737947070192
Allaple.A,248,256,63488,123.00485131048387,76.16323048609276,0,255,7.889649702117348
Allaple.A,246,256,62976,121.82679115853658,76.1616066680064,0,255,7.86338537157258
Allaple.A,264,256,67584,124.43168501420455,76.69701662762293,0,255,7.891310392807926
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Dialplatform.B,216,64,13824,94.26656539351852,82.51913126353307,0,255,6.763538857744624
Allaple.A,284,256,72704,123.69298800616197,75.85607776439862,0,255,7.904771436182353
Allaple.A,248,256,63488,123.63297001008064,76.33422266634545,0,255,7.8742910880979435
Alueron.gen!J,266,384,102144,102.81059093045113,83.3386830893277,0,255,7.13900713541144
Autorun.K,683,768,524544,108.85945506954612,87.63789954016545,0,255,6.609826457044067
Dialplatform.B,216,64,13824,90.81061921296296,82.88121371857315,0,255,6.568225481233563
Allaple.L,452,128,57856,122.9289097068584,76.58470833376167,0,255,7.85319750062145
C2LOP.P,698,768,536064,109.85194118612704,82.17669903306818,0,255,7.460835764049834
Allaple.A,248,256,63488,123.79109438004032,76.55940294558526,0,255,7.884164679033028
Allaple.L,452,128,57856,123.22780696902655,77.13622243226472,0,255,7.85782319126991
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,265,256,67840,123.32538325471698,76.10620619253444,0,255,7.886366844445902
Autorun.K,683,768,524544,108.85944553745729,87.63790597474588,0,255,6.609823983577367
Allaple.A,306,256,78336,124.37470639297386,76.0892926201206,0,255,7.9066015412716535
Allaple.A,286,256,73216,124.6218176354895,76.06951652147912,0,255,7.91583832163614
Instantaccess,445,384,170880,121.49994147940075,78.16351552465258,0,255,7.837834119251735
Lolyda.AA2,288,128,36864,72.91924370659723,89.79117280844022,0,255,4.812038617959111
Malex.gen!J,293,256,75008,121.37466670221843,76.21021819177206,0,255,7.874592033880434
Allaple.L,452,128,57856,124.06650995575221,77.26645536239323,0,255,7.865748121868765
Rbot!gen,439,512,224768,98.42296501281321,81.60587600158131,0,255,6.570339333106558
Fakerean,273,384,104832,123.7997081043956,81.38429925628638,0,255,7.659536201943935
Allaple.A,248,256,63488,123.69071320564517,77.02857529508992,0,255,7.879637960906345
Allaple.L,460,128,58880,123.50867866847825,76.26834414553952,0,255,7.874773271319169
Adialer.C,409,512,209408,93.6351715311736,75.17231439867099,0,255,6.522901749920166
Autorun.K,683,768,524544,108.85944172462176,87.63790833974552,0,255,6.60983209510108
Allaple.A,365,256,93440,125.5306506849315,75.91113255066449,0,255,7.933322587578982
Allaple.L,452,128,57856,122.62033324115045,76.20395913416053,0,255,7.853217212158257
Allaple.A,248,256,63488,121.34305695564517,77.5451213500328,0,255,7.849664329060879
Alueron.gen!J,266,384,102144,102.42006383145363,83.12387919945961,0,255,7.137431053932789
Fakerean,285,384,109440,115.5235745614035,82.26426387951038,0,255,7.524864371974212
Allaple.A,246,256,62976,122.84211445630082,75.97727963147135,0,255,7.8590546658074745
VB.AT,921,512,471552,81.72842655741043,91.58212245957233,0,255,5.3321487028544325
VB.AT,899,768,690432,83.71874855163144,89.45824305159144,0,255,5.668247323556436
Allaple.L,452,128,57856,122.57319897676992,76.35853452704396,0,255,7.851386070693861
Allaple.A,365,256,93440,124.89309717465754,76.0224905007725,0,255,7.933156184982893
Allaple.L,452,128,57856,123.60059457964601,77.0603399002528,0,255,7.849429000973003
Instantaccess,445,384,170880,121.39973665730336,78.10194087368056,0,255,7.837857370246599
Dialplatform.B,216,64,13824,94.67701099537037,82.52162878225342,0,255,6.759383320657593
Lolyda.AA3,480,512,245760,133.55948486328126,44.169570173644175,0,255,1.5004482550136524
Allaple.A,302,256,77312,122.89125879552981,76.62843194483878,0,255,7.917231401823978
Allaple.A,248,256,63488,123.29337827620968,76.27295144896017,0,255,7.8836490643040795
Allaple.A,281,256,71936,124.01807161921708,75.75104900980328,0,255,7.906781170627663
VB.AT,858,768,658944,86.57125036421911,90.37606187799287,0,255,5.7434298987133126
Obfuscator.AD,424,384,162816,117.53328911163523,79.83179574925305,0,255,7.6988903595846105
Allaple.L,448,128,57344,122.23306710379464,76.50880976174757,0,255,7.840746413173324
Lolyda.AA1,456,64,29184,99.28011924342105,93.63149985657329,0,255,5.912326775329872
Malex.gen!J,360,256,92160,122.21021050347223,75.83557993695366,0,255,7.910339386786381
C2LOP.P,560,512,286720,103.34457659040179,83.99211189168778,0,255,7.124810668090481
Allaple.A,366,256,93696,127.60311005806011,76.44521725790487,0,255,7.931310440666048
Allaple.A,334,256,85504,124.05221977919162,76.14084748951615,0,255,7.91560008416359
Rbot!gen,457,512,233984,97.87691038703501,81.52941188695587,0,255,6.541523790212669
C2LOP.P,773,768,593664,111.21576346216041,80.03128548487643,0,255,7.523812534278759
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,304,256,77824,124.27993935032895,76.15036337957763,0,255,7.913433621249252
Wintrim.BX,831,512,425472,123.0492159296029,75.45543732876303,0,255,7.905635526173922
Lolyda.AA1,464,64,29696,95.32458917025862,91.15950066997169,0,255,5.85440757204822
Fakerean,285,384,109440,115.5235745614035,82.26426387951038,0,255,7.524864371974212
Allaple.L,452,128,57856,123.67457134955752,77.4946388772228,0,255,7.859918784299978
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,464,128,59392,123.78374191810344,76.40190431514654,0,255,7.871072222532677
Allaple.A,327,256,83712,124.99657157874617,76.13135070023657,0,255,7.921965339496354
Allaple.A,364,256,93184,127.59136761675825,76.70960708316926,0,255,7.930721137728767
Obfuscator.AD,424,384,162816,117.3648842865566,79.76839492089934,0,255,7.698864513040082
Allaple.A,300,256,76800,123.658046875,75.89671964212486,0,255,7.906399604759454
Allaple.A,246,256,62976,122.81735899390245,77.42872239232422,0,255,7.859099617656367
C2LOP.P,688,512,352256,100.18857024436774,81.8045083595746,0,255,7.050828957910669
Allaple.A,264,256,67584,122.56896602746212,76.58913676922127,0,255,7.862662682051408
Allaple.A,254,256,65024,124.69245201771653,76.92223055150001,0,255,7.88442395446462
Allaple.L,452,128,57856,123.339359789823,76.65264909047774,0,255,7.861679944897135
Allaple.A,281,256,71936,124.234375,75.90481897088948,0,255,7.900703349352573
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,248,256,63488,121.4382087953629,77.43757643805135,0,255,7.864760872930571
Allaple.A,248,256,63488,123.08280304939517,76.16371205272213,0,255,7.88223269398936
Allaple.A,302,256,77312,125.01616825331126,76.56868536557499,0,255,7.919607275299846
Dialplatform.B,216,64,13824,94.27177372685185,82.57821328751903,0,255,6.7434100182601835
Allaple.L,464,128,59392,123.14232556573276,76.22847989867608,0,255,7.873002952928835
Lolyda.AA3,480,512,245760,181.60616048177084,62.04173387847426,0,255,1.423397233735848
Lolyda.AA1,416,64,26624,93.0687725360577,91.62309852268903,0,255,5.778026197344561
Alueron.gen!J,266,384,102144,102.22537789786968,83.38555553018888,0,255,7.103422231099545
Lolyda.AT,361,64,23104,103.81574619113573,76.24484696938104,0,255,7.522445437878557
Fakerean,285,384,109440,118.28071089181286,81.07243751736054,0,255,7.579276932130401
Allaple.L,452,128,57856,123.10510577986726,76.61078144570016,0,255,7.86598337307306
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.A,264,256,67584,123.49146247632575,76.35439298374138,0,255,7.893744714244177
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,448,128,57344,122.58705357142857,76.98247915350544,0,255,7.837834099167459
Allaple.L,452,128,57856,122.23499723451327,76.29455563180242,0,255,7.85762770935087
Allaple.A,265,256,67840,120.21534492924528,77.27161771487452,0,255,7.852759078029598
Agent.FYI,210,64,13440,66.28363095238095,81.09775241238191,0,255,5.339506456915902
Obfuscator.AD,424,384,162816,117.46585102201257,79.81865048184874,0,255,7.698799013205536
VB.AT,730,768,560640,83.07345890410959,89.88153126759379,0,255,5.500751254378157
Allaple.L,452,128,57856,123.65955129977876,77.32217984750213,0,255,7.859366451670273
Allaple.A,254,256,65024,124.23239111712599,76.52164478578612,0,255,7.886007405319341
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Fakerean,416,384,159744,121.15148612780449,78.3223255279216,0,255,7.9003002199789085
Yuner.A,683,768,524544,108.84933389763299,87.64029075481817,0,255,6.610591865088436
Allaple.L,452,128,57856,121.38407425331859,77.45086698215604,0,255,7.863624320492692
Lolyda.AA1,464,64,29696,95.89890894396552,92.02966517074213,0,255,5.806453423890723
Allaple.A,248,256,63488,123.29741053427419,76.06501000343648,0,255,7.878698678940452
Allaple.L,452,128,57856,123.33635232300885,76.6296349355519,0,255,7.852965905968601
Swizzor.gen!E,645,512,330240,106.31535247093024,84.2531352311496,0,255,7.171300083612013
Alueron.gen!J,368,256,94208,106.10092561141305,82.19024048988972,0,255,7.301731342362016
Allaple.A,306,256,78336,123.53002450980392,75.95201162667311,0,255,7.904174995780279
Dialplatform.B,216,64,13824,94.38252314814815,82.77352560223869,0,255,6.740134396985777
Dontovo.A,244,128,31232,49.66633580942623,74.77297776135535,0,255,4.325630997718271
Allaple.L,452,128,57856,123.50890141039822,77.27201843909644,0,255,7.8670328193642955
Instantaccess,445,384,170880,121.50810510299625,78.19383816578879,0,255,7.838043047911659
Allaple.A,306,256,78336,122.87022569444444,75.76876330776714,0,255,7.906353790548794
Lolyda.AA2,288,128,36864,72.50930447048611,89.61105899811491,0,255,4.766142585438828
Allaple.A,246,256,62976,122.76930894308943,76.34989650631147,0,255,7.862769055019475
Allaple.L,452,128,57856,123.61030835176992,76.97719954232862,0,255,7.86230850056743
Allaple.L,452,128,57856,122.69982370022124,76.42744429997352,0,255,7.841435840908648
Fakerean,285,384,109440,118.28071089181286,81.07243751736054,0,255,7.579276932130401
